iter	Logloss
205	0.09408865365
206	0.09402710374
207	0.09376956245
208	0.09366398691
209	0.0934482628
210	0.09337175577
211	0.09331201069
212	0.09316141667
213	0.09303845489
214	0.09298781489
215	0.09290184936
216	0.09281466737
217	0.09273468576
218	0.09265755755
219	0.09249181102
220	0.09241976386
221	0.09234023743
222	0.09222262848
223	0.09208179991
224	0.09192168987
225	0.09180447739
226	0.09174306401
227	0.09169965651
228	0.09167658995
229	0.09161304431
230	0.09150855988
231	0.09142275688
232	0.09136969962
233	0.09125117973
234	0.09121221908
235	0.09105275648
236	0.09096708852
237	0.0908658878
238	0.09077648825
239	0.09071420119
240	0.09058820838
241	0.09053400724
242	0.09046666437
243	0.09039998045
244	0.09026570019
245	0.09012408174
246	0.09006599488
247	0.08998663763
248	0.08991819147
249	0.08981690232
250	0.08977017288
251	0.08970263289
252	0.08965180917
253	0.08939362768
254	0.08923105277
255	0.08911680372
256	0.08902321438
257	0.08896772092
258	0.08887445421
259	0.08879229894
260	0.08866276341
261	0.08850244319
262	0.08842985728
263	0.08831925927
264	0.08823961843
265	0.08818132428
266	0.08812320783
267	0.08805807616
268	0.08791509665
269	0.08787577928
270	0.08772723704
271	0.0876668752
272	0.08761798139
273	0.08756419859
274	0.08753146452
275	0.08748881053
276	0.08740845733
277	0.08733312226
278	0.08728886744
279	0.08721002381
280	0.0871653505
281	0.08710914327
282	0.08705664412
283	0.08704110538
284	0.086950309
285	0.08688399809
286	0.08680539821
287	0.08669043525
288	0.08662286899
289	0.08653144588
290	0.08649405941
291	0.08642823748
292	0.08641156502
293	0.08633010308
294	0.08625018598
295	0.08623269554
296	0.08620353013
297	0.08616907791
298	0.08609554469
299	0.08602693545
300	0.08597382238
301	0.0859134692
302	0.08585557174
303	0.08578801959
304	0.08574090113
305	0.08567056044
306	0.08560609556
307	0.08553400292
308	0.08544043931
309	0.08539895123
310	0.08532468076
311	0.08525640933
312	0.08520903115
313	0.08514601125
314	0.08507143678
315	0.08499203664
316	0.08495995319
317	0.08489477599
318	0.08485578006
319	0.08479585303
320	0.08476087658
321	0.08471103106
322	0.0846594688
323	0.0846060371
324	0.08457115749
325	0.08455199729
326	0.08450388468
327	0.08446662306
328	0.08439420009
329	0.084351176
330	0.08426815855
331	0.0842150558
332	0.08414545085
333	0.08406311506
334	0.08401462246
335	0.08387368253
336	0.08386072111
337	0.0837642422
338	0.08369066926
339	0.08359360474
340	0.0834960607
341	0.08343817181
342	0.08334236491
343	0.08327163309
344	0.08320338221
345	0.08317404497
346	0.08309135392
347	0.08305664326
348	0.08300185459
349	0.08295506064
350	0.08291818533
351	0.08288197821
352	0.08286811655
353	0.08277644958
354	0.0826808073
355	0.08265364499
356	0.08258719148
357	0.08255579534
358	0.08245852598
359	0.08242884658
360	0.08231093669
361	0.0822781234
362	0.08216187715
363	0.08210273132
364	0.08204019318
365	0.08201702972
366	0.08195389085
367	0.08188462229
368	0.08179568834
369	0.08175457625
370	0.08169988885
371	0.08166643084
372	0.08164938831
373	0.08162036533
374	0.08155585488
375	0.08152947092
376	0.08148379168
377	0.08144201314
378	0.08140212434
379	0.08137092939
380	0.08133236376
381	0.08130175481
382	0.08124700016
383	0.08121057275
384	0.08118436058
385	0.08114974094
386	0.08110046372
387	0.08092623786
388	0.08086766032
389	0.08083013295
390	0.0808081517
391	0.08073395024
392	0.08070677913
393	0.08067081283
394	0.0806223198
395	0.08059750572
396	0.08058010779
397	0.08054671612
398	0.08051568548
399	0.08048317613
400	0.08043597395
401	0.08036400027
402	0.08033679245
403	0.08021279981
404	0.08016555065
405	0.08011077366
406	0.08007182037
407	0.08003813482
408	0.07999942241
409	0.07997128205
410	0.07994375993
411	0.0798855319
412	0.07983427218
413	0.07978885579
414	0.07974712547
415	0.07969180225
416	0.07967727239
417	0.07962946088
418	0.07959969775
419	0.07957497913
420	0.07951878088
421	0.07944353965
422	0.07940920638
423	0.07937526966
424	0.07927801179
425	0.07924225113
426	0.07917318956
427	0.07915063549
428	0.07909883531
429	0.07907379359
430	0.07900638277
431	0.07895835551
432	0.07893613781
433	0.07890920168
434	0.07886775772
435	0.07878971309
436	0.07870085118
437	0.07866204029
438	0.07863861988
439	0.07859490408
440	0.07851365805
441	0.07846134532
442	0.07840355915
443	0.07837439961
444	0.07832063745
445	0.07828874049
446	0.07827428998
447	0.07822678236
448	0.07818661028
449	0.07813325036
450	0.07811089159
451	0.07807550098
452	0.07803428025
453	0.07800743657
454	0.07795231166
455	0.07788576268
456	0.07784005257
457	0.07779364195
458	0.07774480541
459	0.07772697135
460	0.07769156164
461	0.07763414905
462	0.07759797718
463	0.07755477395
464	0.07753931319
465	0.07748498844
466	0.07746072653
467	0.07742064539
468	0.07739928094
469	0.07736642212
470	0.07733867533
471	0.07724288769
472	0.07720109125
473	0.0771743666
474	0.07711372133
475	0.07708150423
476	0.07706078885
477	0.07701904387
478	0.0769809467
479	0.07689583385
480	0.0768524617
481	0.07684799737
482	0.07680111094
483	0.07673238268
484	0.07669890414
485	0.07665367422
486	0.07662611974
487	0.07660076671
488	0.07656512941
489	0.07652785027
490	0.07649011581
491	0.07645687957
492	0.07641682939
493	0.07638813818
494	0.07636471918
495	0.07631985798
496	0.07629050459
497	0.07624692388
498	0.0762254096
499	0.07619592702
500	0.07611425037
501	0.07607442796
502	0.07605387855
503	0.07601093374
504	0.07597496481
505	0.07596309597
506	0.07584596449
507	0.07582888378
508	0.07576060641
509	0.07569103975
510	0.07567801811
511	0.07567118204
512	0.07563753016
513	0.07560838529
514	0.07556879027
515	0.07556455799
516	0.07551001893
517	0.07546945159
518	0.07545012103
519	0.07542166776
520	0.07539302516
521	0.0753625557
522	0.07533192619
523	0.07528678441
524	0.07526996949
525	0.0752318518
526	0.07518323473
527	0.07514733014
528	0.07512894247
529	0.07510287864
530	0.07505449134
531	0.07502840248
532	0.07497815474
533	0.07488396187
534	0.07486361813
535	0.07480416239
536	0.0747725621
537	0.07473680432
538	0.07471692017
539	0.07467631916
540	0.07463952319
541	0.07460916974
542	0.07457243394
543	0.07454244909
544	0.0744980225
545	0.07444815925
546	0.07443264987
547	0.07441960033
548	0.07439946797
549	0.07435930314
550	0.07429241647
551	0.07425555292
552	0.07422361191
553	0.07419895035
554	0.07416544678
555	0.07413281267
556	0.07411290794
557	0.07408421397
558	0.07406154542
559	0.07403204515
560	0.07401605998
561	0.07399358235
562	0.07396052672
563	0.0739275387
564	0.07388698026
565	0.07386186218
566	0.07383066868
567	0.0738031422
568	0.07378218449
569	0.07376943896
570	0.07374778375
571	0.07371355037
572	0.07367072601
573	0.07366778597
574	0.07364295135
575	0.07362261484
576	0.07357776237
577	0.07354601082
578	0.07350005193
579	0.07348016333
580	0.07343604809
581	0.07341493628
582	0.07336194347
583	0.07333219513
584	0.07330423106
585	0.07326664204
586	0.07323003402
587	0.07320624644
588	0.07315199992
589	0.07312467751
590	0.07309592034
591	0.07301305454
592	0.07298308437
593	0.07294583603
594	0.07292605905
595	0.07289396976
596	0.07285685363
597	0.07282389348
598	0.07279513192
599	0.07276082366
600	0.07273272589
601	0.07271175935
602	0.07268613901
603	0.07265748026
604	0.07263701161
605	0.07261453986
606	0.07259023108
607	0.07254900876
608	0.07252934336
609	0.07249071753
610	0.0724690198
611	0.07244844969
612	0.07241679953
613	0.07237908419
614	0.07235365623
615	0.07231667668
616	0.07227244395
617	0.07225646759
618	0.07222084939
619	0.07219759049
620	0.07215925986
621	0.07212704132
622	0.07210307749
623	0.07207557157
624	0.07206452367
625	0.07204741946
626	0.07194003612
627	0.07190750923
628	0.07187378547
629	0.07180775796
630	0.07177924016
631	0.07174252941
632	0.07169864173
633	0.07161876141
634	0.07158576604
635	0.07156797159
636	0.07155711168
637	0.07153340928
638	0.07150900197
639	0.07147427315
640	0.07146554114
641	0.07143467806
642	0.07140518959
643	0.0713943635
644	0.07137321766
645	0.07133125248
646	0.07130776306
647	0.07129034765
648	0.07126352149
649	0.071236882
650	0.07121613432
651	0.07120213902
652	0.0711913687
653	0.07116714499
654	0.07113604696
655	0.0711080403
656	0.07108008494
657	0.07104625394
658	0.07102086859
659	0.07097642151
660	0.07095091134
661	0.07092976423
662	0.07089670718
663	0.07088036369
664	0.07085469491
665	0.07083082804
666	0.0708049375
667	0.07078660851
668	0.07073871765
669	0.07072236091
670	0.07068806879
671	0.07066289343
672	0.07065880938
673	0.07064247616
674	0.07062342319
675	0.07059318719
676	0.07056865508
677	0.0705283801
678	0.07050538554
679	0.07048536331
680	0.0704621147
681	0.07039808016
682	0.07036801447
683	0.07033720282
684	0.07032164942
685	0.07029086713
686	0.0702720212
687	0.07023828861
688	0.07016128201
689	0.07015809525
690	0.07013315487
691	0.07010519662
692	0.07005819702
693	0.07002397392
694	0.06996516173
695	0.06993762199
696	0.06990668108
697	0.06988252059
698	0.06987325979
699	0.06983367355
700	0.06976972684
701	0.06975433936
702	0.06971159867
703	0.06968169326
704	0.06964699429
705	0.06961691691
706	0.06959769639
707	0.06954603288
708	0.06951165863
709	0.06947977334
710	0.06945750573
711	0.06942432247
712	0.06940295508
713	0.06932711729
714	0.06930275409
715	0.06928404022
716	0.06927993722
717	0.06924444517
718	0.0692172344
719	0.06918487047
720	0.06917150666
721	0.06912188568
722	0.06909366309
723	0.06904433761
724	0.06901997866
725	0.0690144569
726	0.06900076122
727	0.06898543406
728	0.06894284904
729	0.06892347298
730	0.06888102
731	0.06886925851
732	0.0688368563
733	0.06881811748
734	0.06878992569
735	0.06876920726
736	0.0687612919
737	0.06873796254
738	0.06871554349
739	0.06868788773
740	0.0686669007
741	0.06863904376
742	0.06861482601
743	0.06858480431
744	0.06856980894
745	0.0685615733
746	0.06852547937
747	0.06850680971
748	0.06850447176
749	0.0684818972
750	0.06845782619
751	0.0684284492
752	0.06841552598
753	0.06840856222
754	0.06840451638
755	0.06837441666
756	0.06835882787
757	0.06835526812
758	0.06832282649
759	0.06830355018
760	0.06828372031
761	0.0682737327
762	0.06822016893
763	0.0681992302
764	0.06817306076
765	0.06814579272
766	0.06812632692
767	0.0681078482
768	0.0680882416
769	0.06806365082
770	0.06803415487
771	0.06800499241
772	0.06798622741
773	0.06795497067
774	0.06791670848
775	0.06789784777
776	0.06782085901
777	0.06779847537
778	0.06777982479
779	0.06777082417
780	0.06775460977
781	0.06773946036
782	0.06771696067
783	0.06765773689
784	0.06763549854
785	0.06760594688
786	0.06755832774
787	0.06755041373
788	0.06752100308
789	0.06750301615
790	0.06747820661
791	0.06745432649
792	0.06744655639
793	0.06742845062
794	0.06741602522
795	0.06740320331
796	0.0673800456
797	0.06735470137
798	0.06734347574
799	0.06732918969
800	0.06730771815
801	0.06729486687
802	0.06726417712
803	0.06724940797
804	0.06722990269
805	0.06717938158
806	0.06717030446
807	0.06715020308
808	0.06713792439
809	0.06713307965
810	0.0671144878
811	0.06711342762
812	0.06710562083
813	0.06709136694
814	0.06705950236
815	0.0670371011
816	0.06702863486
817	0.06702601059
818	0.06696081429
819	0.06693182815
820	0.06690866163
821	0.06689332863
822	0.06687158662
823	0.06685607577
824	0.06684551556
825	0.06682784156
826	0.0668119959
827	0.06679546148
828	0.06679235977
829	0.06676264229
830	0.06674751612
831	0.06673142373
832	0.06672017037
833	0.06670262117
834	0.06667644267
835	0.06664990315
836	0.06663071937
837	0.06658969994
838	0.06656223055
839	0.06653794232
840	0.06653793497
841	0.06650304646
842	0.06650211244
843	0.06649529983
844	0.06646809494
845	0.06644600793
846	0.06640622199
847	0.06639168932
848	0.06636968896
849	0.06634698507
850	0.0663307548
851	0.06629829529
852	0.06628139228
853	0.06625436214
854	0.06624591505
855	0.06620968443
856	0.06620892825
857	0.0661806396
858	0.06617820471
859	0.06614913609
860	0.06612607265
861	0.06610454945
862	0.0660689415
863	0.06605142623
864	0.06602743011
865	0.06599770217
866	0.06597034895
867	0.06595283076
868	0.06593231806
869	0.06591297868
870	0.06588744498
871	0.06587401936
872	0.06586220196
873	0.06584404482
874	0.06581532303
875	0.06579885163
876	0.06574863908
877	0.06571940304
878	0.06570585568
879	0.06568249402
880	0.06566490957
881	0.06565645365
882	0.06564829294
883	0.06562147722
884	0.06560419824
885	0.06558062948
886	0.06557347337
887	0.06552203995
888	0.06549665606
889	0.06549036049
890	0.06547265273
891	0.06544289388
892	0.06542986932
893	0.06540739461
894	0.06537607777
895	0.06534227175
896	0.0653211496
897	0.06528983434
898	0.06526404207
899	0.06521787967
900	0.0652013012
901	0.06517648122
902	0.06515010167
903	0.06512612613
904	0.06511930765
905	0.06509634244
906	0.06507388982
907	0.06505551532
908	0.06503383366
909	0.06500474766
910	0.06498298372
911	0.06497340588
912	0.06495098992
913	0.06490819333
914	0.06487845663
915	0.06485231936
916	0.06484541569
917	0.06481869411
918	0.06477670664
919	0.06475051664
920	0.064740595
921	0.06471810561
922	0.06469361621
923	0.06468118626
924	0.06465953979
925	0.06464147809
926	0.06462566781
927	0.06460921992
928	0.06456714608
929	0.06455285126
930	0.064541066
931	0.06451401681
932	0.06449101196
933	0.06448566205
934	0.06448048097
935	0.06446254853
936	0.06442054803
937	0.06439021658
938	0.0643619837
939	0.06435072138
940	0.06433127483
941	0.06430504505
942	0.06428760751
943	0.06427330678
944	0.06424426912
945	0.06422142583
946	0.06418975071
947	0.0641731326
948	0.06414713631
949	0.06412943012
950	0.06410935786
951	0.06410255416
952	0.06408290485
953	0.0640464931
954	0.0640262741
955	0.06399955544
956	0.06396222761
957	0.06395159675
958	0.06393165093
959	0.06392355481
960	0.06390514801
961	0.06389074871
962	0.06386761616
963	0.06384432946
964	0.06383227842
965	0.06381180537
966	0.06379378918
967	0.06377446749
968	0.063761421
969	0.06374001088
970	0.06371171194
971	0.06367897942
972	0.06366283124
973	0.06364722803
974	0.06363563218
975	0.06360669145
976	0.06359715921
977	0.06357680348
978	0.06354658819
979	0.06352330274
980	0.06350601936
981	0.06350598718
982	0.06349779402
983	0.06347803761
984	0.0634772358
985	0.06344955658
986	0.06344955214
987	0.06344258694
988	0.06342041463
989	0.06338856619
990	0.06335926128
991	0.0633380526
992	0.06330990181
993	0.06328890743
994	0.06327372848
995	0.0632336723
996	0.0632329395
997	0.0632109832
998	0.06319910261
999	0.06317487741
